grid_lat,grid_lon,violations,unique_vehicles,peak_hour,top_vehicle,top_location,top_station,top_junction,repeat_ratio,s_volume,s_repeat,s_spread,priority_score,rank,violations_per_day,recommended_officers
12.964500000000001,77.574,477,453,0,CAR,"Mysore Road, Chanda Nagar, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",City Market,"BTP083 - AS Char Street, Mysore Road",1.05,0.7106809848583571,0.010000000000000009,0.12417582417582418,44.8,101,3.2,1
13.0005,77.571,482,462,10,CAR,"Sri Venkataranga Ayangar Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Malleshwaram,No Junction,1.04,0.7120313618359473,0.008000000000000007,0.12664835164835164,44.8,102,3.2,1
13.011000000000001,77.5515,467,429,10,CAR,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Malleshwaram,No Junction,1.09,0.7079373296684525,0.018000000000000016,0.11758241758241758,44.7,103,3.1,1
12.9945,77.571,463,423,6,CAR,"Sri Venkataranga Ayangar Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",Malleshwaram,No Junction,1.09,0.7068234167641625,0.018000000000000016,0.11593406593406594,44.6,104,3.1,1
12.964500000000001,77.538,471,461,11,SCOOTER,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",1.02,0.7090417623479833,0.0040000000000000036,0.12637362637362637,44.5,105,3.1,1
12.8415,77.64750000000001,446,396,12,SCOOTER,"Neeladri Road, Neeladri Nagar, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",Electronic City,No Junction,1.13,0.7019796251337755,0.025999999999999978,0.10851648351648352,44.4,106,3.0,1
12.9705,77.607,408,306,4,SCOOTER,"Brigade Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",Ashok Nagar,No Junction,1.33,0.6904504070858609,0.06600000000000002,0.08379120879120878,44.3,107,2.7,1
13.002,77.55,434,373,7,CAR,"19th Main Road, Ketamaranahalli, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Malleshwaram,"BTP026 - 1st Block Junction, Rajajinagar",1.16,0.6984482492261308,0.03199999999999999,0.1021978021978022,44.2,108,2.9,1
12.966000000000001,77.574,439,397,8,CAR,"AS Char Main Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",Chamarajpet,"BTP083 - AS Char Street, Mysore Road",1.11,0.699931351729518,0.02200000000000002,0.1087912087912088,44.2,109,2.9,1
12.9525,77.541,455,446,1,SCOOTER,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",Byatarayanapura,BTP096 - Gali Anjaneya Temple,1.02,0.7045664893288444,0.0040000000000000036,0.12225274725274725,44.2,110,3.0,1
12.999,77.5695,422,357,7,CAR,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Malleshwaram,No Junction,1.18,0.6948180808645121,0.03599999999999999,0.0978021978021978,44.1,111,2.8,1
12.993,77.589,419,344,4,SCOOTER,"Palace Road, Thulasi Thottam, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",High ground,BTP032 - Windsor Circle,1.22,0.6938944466696146,0.044,0.09423076923076923,44.1,112,2.8,1
12.933,77.688,436,390,7,PASSENGER AUTO,"Outer Ring Road, Vajram Onyx, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",HAL Old Airport,No Junction,1.12,0.6990435257587363,0.02400000000000002,0.10686813186813186,44.1,113,2.9,1
12.912,77.63550000000001,442,430,14,MOTOR CYCLE,"17th Cross Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",HSR Layout,No Junction,1.03,0.7008131448611624,0.006000000000000005,0.11785714285714285,44.0,114,2.9,1
12.9825,77.6085,429,388,10,SCOOTER,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Shivajinagar,BTP051 - Safina Plaza Junction,1.11,0.6969480006493148,0.02200000000000002,0.10631868131868132,44.0,115,2.8,1
12.96,77.577,430,394,11,SCOOTER,"Kalasipalyam Main Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",City Market,BTP104 - Medical College Circle,1.09,0.697249441102059,0.018000000000000016,0.10796703296703297,43.9,116,2.8,1
12.9765,77.571,430,402,2,PASSENGER AUTO,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",Chamarajpet,BTP048 - Shanthala Junction,1.07,0.697249441102059,0.014000000000000012,0.11016483516483516,43.8,117,2.8,1
12.927,77.679,414,395,2,MAXI-CAB,"Outer Ring Road, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",Bellandur,No Junction,1.05,0.6923402956801626,0.010000000000000009,0.10824175824175825,43.4,118,2.7,1
12.9855,77.553,361,263,5,SCOOTER,"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Rajajinagar,BTP061 - Bhashyam Circle,1.37,0.674609253751032,0.07400000000000002,0.07197802197802197,43.4,119,2.4,1
12.939,77.5845,410,395,3,SCOOTER,"9th Main Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",Wilson Garden,"BTP186 - 9th Cross, 4th Main, Jayanagar",1.04,0.6910834330072438,0.008000000000000007,0.10824175824175825,43.3,120,2.7,1
12.9285,77.58,325,213,9,SCOOTER,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",Jayanagara,"BTP189 - New Diagonal Road, Jayanagar",1.53,0.6610162516383485,0.10600000000000001,0.05824175824175824,43.2,121,2.2,1
12.964500000000001,77.58,389,350,10,CAR,"Silver Jubilee Park Road, Dodpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",Halasuru Gate,BTP082 - KR Market Junction,1.11,0.6842774509320118,0.02200000000000002,0.09587912087912089,43.0,122,2.6,1
13.188,77.6805,397,384,4,CAR,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",Chikkajala,No Junction,1.03,0.6869124664700664,0.006000000000000005,0.10521978021978022,42.9,123,2.6,1
12.9795,77.5815,352,277,5,SCOOTER,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Upparpet,BTP058 - Subbanna Junction,1.27,0.6713421427067852,0.054000000000000006,0.07582417582417582,42.8,124,2.3,1
12.9735,77.6235,281,164,4,CAR,"Old Madras Road, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",Halasur,No Junction,1.71,0.6422008508540286,0.142,0.04478021978021978,42.8,125,1.9,1
12.9735,77.5455,349,271,3,SCOOTER,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",Vijayanagara,BTP020 - Hosahalli Metro Station,1.29,0.6702345679331739,0.05800000000000001,0.07417582417582418,42.8,126,2.3,1
12.969,77.64150000000001,337,250,8,MOTOR CYCLE,"Domlur Inner Ring Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",Jeevanbheemanagar,No Junction,1.35,0.66570724635962,0.07000000000000002,0.06840659340659341,42.7,127,2.2,1
12.954,77.5425,385,368,10,PASSENGER AUTO,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",Byatarayanapura,"BTP095 - Satellite Bus Stand, Mysore Road",1.05,0.6829396034483297,0.010000000000000009,0.10082417582417583,42.7,128,2.5,1
13.0365,77.589,374,341,9,PASSENGER AUTO,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Hebbala,No Junction,1.1,0.6791877767679629,0.020000000000000018,0.09340659340659341,42.7,129,2.5,1
13.0965,77.5995,367,331,2,SCOOTER,"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",Yelahanka,No Junction,1.11,0.6767425081982844,0.02200000000000002,0.09065934065934066,42.5,130,2.4,1
12.9765,77.5455,289,179,11,SCOOTER,"1st Cross Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",Vijayanagara,BTP068 - Veeresh Theatre Junction,1.61,0.6458310192156471,0.12200000000000003,0.0489010989010989,42.5,131,1.9,1
13.05,77.526,198,88,3,SCOOTER,"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",Jalahalli,No Junction,2.25,0.5969627176475081,0.25,0.0239010989010989,42.4,132,1.3,1
13.0005,77.676,362,344,7,PASSENGER AUTO,"Outer Ring Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",Banaswadi,No Junction,1.05,0.6749672403409666,0.010000000000000009,0.09423076923076923,42.2,133,2.4,1
12.975,77.559,362,348,4,SCOOTER,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",Magadi Road,No Junction,1.04,0.6749672403409666,0.008000000000000007,0.09532967032967032,42.1,134,2.4,1
12.8415,77.64450000000001,354,325,13,CAR,"Neeladri Road, Himagiri Residency, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)",Electronic City,No Junction,1.09,0.6720753088182995,0.018000000000000016,0.08901098901098901,42.1,135,2.3,1
12.996,77.613,341,300,12,SCOOTER,"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",Pulikeshinagar(F.Town),No Junction,1.14,0.6672339705167696,0.02799999999999998,0.08214285714285714,42.0,136,2.3,1
12.981,77.6025,336,293,10,SCOOTER,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Shivajinagar,BTP211 - Central Street Junction,1.15,0.6653227422070426,0.02999999999999998,0.08021978021978023,41.9,137,2.2,1
12.993,77.5545,289,198,3,CAR,"P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",1.46,0.6458310192156471,0.092,0.05412087912087912,41.9,138,1.9,1
13.011000000000001,77.55,342,309,6,CAR,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Malleshwaram,BTP023 - Mahalaxmi Layout Entrance,1.11,0.6676128614620049,0.02200000000000002,0.08461538461538462,41.9,139,2.3,1
13.0035,77.55,350,329,7,CAR,"19th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Malleshwaram,"BTP026 - 1st Block Junction, Rajajinagar",1.06,0.6706048108563776,0.01200000000000001,0.09010989010989011,41.9,140,2.3,1
12.927,77.6805,355,341,2,MAXI-CAB,"Outer Ring Road, Citilights Liberty Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",Bellandur,No Junction,1.04,0.6724403443798301,0.008000000000000007,0.09340659340659341,41.9,141,2.4,1
12.9585,77.7015,331,279,8,SCOOTER,"Marathahalli Underpass, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",HAL Old Airport,No Junction,1.19,0.6633829444061197,0.03799999999999999,0.07637362637362638,41.9,142,2.2,1
12.961500000000001,77.5965,259,157,3,SCOOTER,"Andree Road, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",Ashok Nagar,"BTP101 - Blood Bank Circle, KH Road",1.65,0.6316602209215282,0.12999999999999998,0.04285714285714286,41.8,143,1.7,1
12.96,77.649,342,323,8,PASSENGER AUTO,"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",Jeevanbheemanagar,No Junction,1.06,0.6676128614620049,0.01200000000000001,0.08846153846153847,41.7,144,2.3,1
13.0065,77.6865,342,327,1,CAR,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",K.R. Pura,No Junction,1.05,0.6676128614620049,0.010000000000000009,0.08956043956043956,41.7,145,2.3,1
12.967500000000001,77.589,342,319,4,SCOOTER,"Kasturba Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",Halasuru Gate,BTP076 - Hudson Circle,1.07,0.6676128614620049,0.014000000000000012,0.08736263736263736,41.7,146,2.3,1
12.996,77.571,335,309,6,CAR,"Sri Venkataranga Ayangar Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Malleshwaram,No Junction,1.08,0.6649370953955717,0.016000000000000014,0.08461538461538462,41.6,147,2.2,1
13.008000000000001,77.556,335,313,9,CAR,"GP Rajarathnam Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",1.07,0.6649370953955717,0.014000000000000012,0.08571428571428572,41.5,148,2.2,1
12.9705,77.64750000000001,324,284,7,CAR,"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",Jeevanbheemanagar,No Junction,1.14,0.6606175721955712,0.02799999999999998,0.07774725274725275,41.5,149,2.1,1
12.9885,77.538,328,294,10,CAR,"Dr Siddaiah Puranik Marg, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",Vijayanagara,BTP208 - Havanur Circle,1.12,0.6622049932932826,0.02400000000000002,0.0804945054945055,41.5,150,2.2,1
12.972,77.538,330,305,10,SCOOTER,"17th Cross Road, MRCR Extension, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",Vijayanagara,BTP028 - Vijayanagar Bus Stand Junction,1.08,0.6629914808919035,0.016000000000000014,0.08351648351648351,41.4,151,2.2,1
12.999,77.541,304,242,5,SCOOTER,"Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)",Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",1.26,0.6523754339429517,0.052000000000000005,0.06620879120879121,41.4,152,2.0,1
13.005,77.571,325,299,5,CAR,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Malleshwaram,No Junction,1.09,0.6610162516383485,0.018000000000000016,0.08186813186813187,41.3,153,2.2,1
12.981,77.5755,326,302,3,PASSENGER AUTO,"Subedar Chatram Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Upparpet,BTP057 - Anand Rao Junction,1.08,0.6614137100089451,0.016000000000000014,0.08269230769230769,41.3,154,2.2,1
12.984,77.6055,325,309,3,SCOOTER,"MPV Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",Shivajinagar,BTP211 - Central Street Junction,1.05,0.6610162516383485,0.010000000000000009,0.08461538461538462,41.2,155,2.2,1
12.9735,77.544,295,232,3,SCOOTER,"1st B Main Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",Vijayanagara,BTP020 - Hosahalli Metro Station,1.27,0.6484885193862722,0.054000000000000006,0.06346153846153846,41.2,156,2.0,1
12.9735,77.616,319,302,4,PASSENGER AUTO,"Mahatma Gandhi Road, Mittal Towers, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Halasur,No Junction,1.06,0.6586055930319517,0.01200000000000001,0.08269230769230769,41.1,157,2.1,1
12.984,77.6085,304,259,9,SCOOTER,"Veera Pillai Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",Shivajinagar,No Junction,1.17,0.6523754339429517,0.03399999999999999,0.07087912087912088,41.1,158,2.0,1
12.963000000000001,77.5815,311,277,5,SCOOTER,"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",City Market,"BTP080 - NR Road, SP Road Junction",1.12,0.6553200996579688,0.02400000000000002,0.07582417582417582,41.1,159,2.1,1
13.0305,77.5365,315,295,9,CAR,"Mumbai Bengaluru Highway, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Yeshwanthpura,No Junction,1.07,0.656973243753568,0.014000000000000012,0.08076923076923077,41.0,160,2.1,1
12.972,77.712,315,299,3,CAR,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",HAL Old Airport,No Junction,1.05,0.656973243753568,0.010000000000000009,0.08186813186813187,40.9,161,2.1,1
12.9975,77.5515,280,214,9,SCOOTER,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Rajajinagar,"BTP182 - 19th Main Junction, Rajajinagar",1.31,0.6417398554969218,0.06200000000000001,0.05851648351648352,40.9,162,1.9,1
12.964500000000001,77.5545,302,273,11,SCOOTER,"8th Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",Magadi Road,No Junction,1.11,0.6515216804914816,0.02200000000000002,0.07472527472527472,40.8,163,2.0,1
12.966000000000001,77.535,295,259,9,SCOOTER,"22nd Main Road, Nethravathi Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",1.14,0.6484885193862722,0.02799999999999998,0.07087912087912088,40.7,164,2.0,1
12.99,77.55,229,142,10,CAR,"Chord Road, Shivanahalli Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Vijayanagara,"BTP170 - Dr. Bheem Rao Palace, Chord Road",1.61,0.615750110649769,0.12200000000000003,0.03873626373626374,40.6,165,1.5,1
12.9255,77.676,303,286,4,CAR,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",Bellandur,No Junction,1.06,0.6519492593183607,0.01200000000000001,0.0782967032967033,40.6,166,2.0,1
12.876,77.5965,212,122,6,SCOOTER,"Shri Ramalingeshwara Cave Temple Road, Royal Meenakshi Mall, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",Hulimavu,No Junction,1.74,0.6057854387321818,0.148,0.03324175824175824,40.5,167,1.4,1
12.975,77.574,291,260,9,CAR,"Major T Ramachandrappa Road, Subash Nagar, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Upparpet,BTP045 - Danvanthri Road Junction,1.12,0.6467229131495192,0.02400000000000002,0.07115384615384615,40.5,168,1.9,1
12.96,77.5755,296,275,13,LGV,"Tippu Sultan Palace Road, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",City Market,BTP104 - Medical College Circle,1.08,0.6489261928418092,0.016000000000000014,0.07527472527472527,40.5,169,2.0,1
12.9555,77.586,295,271,2,CAR,"Lalbagh Main Road, Dr Sri Shantaveera Swami Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",Wilson Garden,BTP192 - Urvashi Theater,1.09,0.6484885193862722,0.018000000000000016,0.07417582417582418,40.5,170,2.0,1
12.966000000000001,77.5365,241,161,10,CAR,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",1.5,0.622350010330483,0.1,0.04395604395604396,40.5,171,1.6,1
12.9315,77.607,242,164,3,SCOOTER,"Sadduguntepalya Road, Bharthi Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",Mico Layout,No Junction,1.48,0.6228851453426517,0.096,0.04478021978021978,40.4,172,1.6,1
12.9795,77.6955,289,258,3,CAR,"Outer Ring Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",Mahadevapura,No Junction,1.12,0.6458310192156471,0.02400000000000002,0.0706043956043956,40.4,173,1.9,1
12.954,77.544,292,269,1,SCOOTER,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",Byatarayanapura,"BTP095 - Satellite Bus Stand, Mysore Road",1.09,0.6471665718946615,0.018000000000000016,0.07362637362637363,40.4,174,1.9,1
12.996,77.6955,302,293,11,PASSENGER AUTO,"Whitefield Road, VR Mall, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",Mahadevapura,No Junction,1.03,0.6515216804914816,0.006000000000000005,0.08021978021978023,40.4,175,2.0,1
12.8925,77.637,266,210,2,CAR,"7th Cross Road, Chikka Biddappa Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",Hulimavu,No Junction,1.27,0.6351078255677554,0.054000000000000006,0.057417582417582415,40.3,176,1.8,1
13.009500000000001,77.556,260,205,4,SCOOTER,"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Malleshwaram,No Junction,1.27,0.632158379140013,0.054000000000000006,0.056043956043956046,40.1,177,1.7,1
12.870000000000001,77.65350000000001,188,101,12,SCOOTER,"Hosa Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",Electronic City,No Junction,1.86,0.5902720577714222,0.17200000000000001,0.027472527472527472,40.1,178,1.2,1
12.906,77.631,230,155,13,SCOOTER,"Hosapalya Main Road, BKL Colony, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",HSR Layout,No Junction,1.48,0.6163131052705796,0.096,0.04230769230769231,40.0,179,1.5,1
12.936,77.6895,212,132,3,SCOOTER,"Kariyammana Agrahara Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",HAL Old Airport,No Junction,1.61,0.6057854387321818,0.12200000000000003,0.035989010989010986,39.9,180,1.4,1
13.0695,77.5875,278,255,11,SCOOTER,"Ayyappa Temple Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",Kodigehalli,No Junction,1.09,0.6408129225804705,0.018000000000000016,0.06978021978021978,39.9,181,1.8,1
12.909,77.601,249,192,6,SCOOTER,"1st Cross Road, Sarakki Industrial Layout, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",Mico Layout,BTP130 - GD Mara Junction,1.3,0.6265705467574793,0.06000000000000001,0.05247252747252747,39.9,182,1.6,1
13.185,77.679,285,279,5,CAR,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",Chikkajala,No Junction,1.02,0.6440286283450515,0.0040000000000000036,0.07637362637362638,39.9,183,1.9,1
12.9795,77.61,273,248,10,CAR,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Shivajinagar,BTP051 - Safina Plaza Junction,1.1,0.6384662029967604,0.020000000000000018,0.06785714285714285,39.8,184,1.8,1
12.975,77.5605,276,266,11,SCOOTER,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",Magadi Road,BTP074 - Leprosy Hospital Junction,1.04,0.6398793210245669,0.008000000000000007,0.07280219780219781,39.7,185,1.8,1
12.9735,77.577,270,245,9,SCOOTER,"Hospital Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",City Market,BTP044 - Sagar Theatre Junction,1.1,0.6370375273937035,0.020000000000000018,0.06703296703296703,39.7,186,1.8,1
12.9735,77.55,275,261,11,SCOOTER,"1st Cross Road, Vidyaranya Nagar, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",1.05,0.6394099893862095,0.010000000000000009,0.07142857142857142,39.7,187,1.8,1
12.939,77.697,275,259,9,SCOOTER,"Panathur Main Road, Darshan Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",HAL Old Airport,No Junction,1.06,0.6394099893862095,0.01200000000000001,0.07087912087912088,39.7,188,1.8,1
12.9885,77.7345,251,200,12,MOTOR CYCLE,"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",Mahadevapura,No Junction,1.25,0.6276045765834969,0.05,0.05467032967032967,39.7,189,1.7,1
12.981,77.559,274,264,6,SCOOTER,"80 Feet Ring Road, SSI Industrial Area, Block 5, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Magadi Road,BTP010 - Rajajinagar Entrance,1.04,0.6389389541810027,0.008000000000000007,0.07225274725274725,39.6,190,1.8,1
12.9975,77.547,266,242,10,SCOOTER,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Vijayanagara,BTP205 - Modi Hospital Junction,1.1,0.6351078255677554,0.020000000000000018,0.06620879120879121,39.6,191,1.8,1
13.047,77.577,230,167,3,MOTOR CYCLE,"Bhadrappa Flyover, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",Kodigehalli,No Junction,1.38,0.6163131052705796,0.07599999999999998,0.0456043956043956,39.6,192,1.5,1
12.906,77.62950000000001,272,260,13,CAR,"Hosapalya Main Road, BKL Colony, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",HSR Layout,No Junction,1.05,0.6379917232851481,0.010000000000000009,0.07115384615384615,39.6,193,1.8,1
13.0275,77.5425,243,192,8,MOTOR CYCLE,"Mumbai Bengaluru Highway, Cardinal One, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Yeshwanthpura,No Junction,1.27,0.6234180826689087,0.054000000000000006,0.05247252747252747,39.5,194,1.6,1
13.012500000000001,77.5515,265,246,8,CAR,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Malleshwaram,No Junction,1.08,0.63462088294554,0.016000000000000014,0.0673076923076923,39.5,195,1.8,1
12.9345,77.5365,191,114,2,SCOOTER,"8th Main Road, Veerannana Guda, Veerabhadra Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",Banashankari,No Junction,1.68,0.592315722945834,0.13599999999999998,0.031043956043956045,39.4,196,1.3,1
12.951,77.718,255,225,8,SCOOTER,"Vibgyor High School Road, Samhita Rainbow MTB Apartment, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",Whitefield,No Junction,1.13,0.6296482417579087,0.025999999999999978,0.06153846153846154,39.4,197,1.7,1
12.9,77.676,258,231,10,CAR,"Amrutha College Road, Kristal Jasper Villa, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",Bellandur,No Junction,1.12,0.6311601430134515,0.02400000000000002,0.06318681318681318,39.4,198,1.7,1
13.0275,77.574,254,227,11,CAR,"80 Feet Road, Block 2, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",Sadashivanagar,No Junction,1.12,0.6291403348216522,0.02400000000000002,0.06208791208791209,39.3,199,1.7,1
